,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein_ID,Annotation,Dcor_Gene,padj
8950,24.63161186,-2.850616343,1.259794577,-2.262762832,0.023650313,0.161758947,Hol_evm.model.scaffold14003.2,-,NA,0.161758947
7995,27.14506547,2.216971893,0.979900843,2.262445132,0.023669915,0.161794721,Hol_evm.model.scaffold12048.1,-,NA,0.161794721
2870,54.48278884,1.797856842,0.795479103,2.260093113,0.023815473,0.162518198,Hol_evm.model.scaffold03901.1,MYO7A,NA,0.162518198
5114,163.5492166,1.824529886,0.807208047,2.26029695,0.023802827,0.162518198,Hol_evm.model.scaffold07383.1,Bifunctional arginine demethylase and lysyl-hydroxylase PSR,Dcor_evm.model.hic_scaffold_8_pilon.284,0.162518198
10641,11204.36156,-1.473839729,0.652131307,-2.260035231,0.023819064,0.162518198,Hol_evm.model.scaffold17376.4,Bifunctional purine biosynthesis protein PURH,Dcor_evm.model.hic_scaffold_4_pilon.907,0.162518198
4320,3805.224404,1.400018231,0.619682047,2.259252528,0.023867681,0.16261743,Hol_evm.model.scaffold05828.3,60S ribosomal protein L30,Dcor_evm.model.hic_scaffold_4_pilon.745,0.16261743
7392,376.3159353,1.402246414,0.620709214,2.259103589,0.023876942,0.16261743,Hol_evm.model.scaffold11240.1,NA,NA,0.16261743
8898,266.9720955,1.496662474,0.662375659,2.259537248,0.023849986,0.16261743,Hol_evm.model.scaffold13928.4,-,NA,0.16261743
4792,7557.105515,-1.301826131,0.576402545,-2.258536404,0.023912238,0.162759354,Hol_evm.model.scaffold06658.12,"ATP synthase subunit alpha, mitochondrial",Dcor_evm.model.hic_scaffold_14_pilon.68,0.162759354
108,793.7363976,1.231184135,0.545214328,2.258165408,0.023935349,0.162818223,Hol_evm.model.scaffold00085.11,Phosphatidylinositol N-acetylglucosaminyltransferase subunit P,Dcor_evm.model.hic_scaffold_7_pilon.1257,0.162818223
978,703.4359013,-1.641975951,0.727629642,-2.256609484,0.024032487,0.163281679,Hol_evm.model.scaffold01265.2,NA,NA,0.163281679
1653,17.8075169,2.384763721,1.056748366,2.256699701,0.024026846,0.163281679,Hol_evm.model.scaffold02120.2,PREDICTED: uncharacterized protein LOC657400 isoform X1,Dcor_evm.model.hic_scaffold_10_pilon.1262,0.163281679
9762,421.6180641,1.659976431,0.736252113,2.254630446,0.024156535,0.164025493,Hol_evm.model.scaffold15459.3,Tectonin beta-propeller repeat-containing protein,Dcor_evm.model.hic_scaffold_7_pilon.1216,0.164025493
564,206.5714042,1.495816081,0.663675666,2.253835959,0.02420649,0.164067827,Hol_evm.model.scaffold00761.1,NA,NA,0.164067827
3795,10735.09224,-1.302908878,0.577974952,-2.254265298,0.024179483,0.164067827,Hol_evm.model.scaffold05163.1,Dystonin,Dcor_evm.model.hic_scaffold_9_pilon.1658,0.164067827
5953,154.7489414,1.36226756,0.604400772,2.253914329,0.024201558,0.164067827,Hol_evm.model.scaffold08610.1,PREDICTED: protein FAM185A-like,Dcor_evm.model.hic_scaffold_10_pilon.348,0.164067827
10338,36.88433822,-2.386123231,1.059216165,-2.252725468,0.024276464,0.1644431,Hol_evm.model.scaffold16688.2,-,NA,0.1644431
3690,157.9632419,1.875036279,0.832540954,2.252185035,0.024310581,0.164476277,Hol_evm.model.scaffold05006.3,Glutathione hydrolase 7,Dcor_evm.model.hic_scaffold_10_pilon.1403,0.164476277
9728,54.65009231,1.881236807,0.835208294,2.252416338,0.024295974,0.164476277,Hol_evm.model.scaffold15358.2,NA,NA,0.164476277
7635,295.242728,-1.849217318,0.82119436,-2.25186315,0.024330921,0.164515023,Hol_evm.model.scaffold11572.12,Leucine-rich repeat flightless-interacting protein 2,Dcor_evm.model.hic_scaffold_3_pilon.1056,0.164515023
1289,712.094337,-1.531748101,0.6804341,-2.251133652,0.024377074,0.164684911,Hol_evm.model.scaffold01640.1,Fizzy-related protein homolog,Dcor_evm.model.hic_scaffold_4_pilon.899,0.164684911
10168,636.2392786,-1.519777974,0.6751557,-2.251003692,0.024385304,0.164684911,Hol_evm.model.scaffold16312.1,Alpha-xylosidase,Dcor_evm.model.hic_scaffold_5_pilon.1079,0.164684911
2750,1139.313079,1.209904227,0.537782489,2.2498022,0.024461504,0.165100489,Hol_evm.model.scaffold03710.3,PDZD8,NA,0.165100489
4522,23.11111497,-2.499243981,1.111027685,-2.249488482,0.024481435,0.165136005,Hol_evm.model.scaffold06230.1,NA,NA,0.165136005
1343,337.6714375,2.210484937,0.983018514,2.248670707,0.024533454,0.165266659,Hol_evm.model.scaffold01703.1,-,NA,0.165266659
2640,195.320585,-1.534947307,0.682563312,-2.248798435,0.024525323,0.165266659,Hol_evm.model.scaffold03545.1,Telomerase-binding protein EST1A,Dcor_evm.model.hic_scaffold_3_pilon.487,0.165266659
7126,366.3225254,-1.739572901,0.773662088,-2.248491852,0.024544844,0.165266659,Hol_evm.model.scaffold10825.6,Inositol polyphosphate 1-phosphatase,Dcor_evm.model.hic_scaffold_12_pilon.53,0.165266659
5240,591.2202477,-1.413012027,0.629085283,-2.246137472,0.024695204,0.16617968,Hol_evm.model.scaffold07598.1,PREDICTED: uncharacterized protein LOC108567324,Dcor_evm.model.hic_scaffold_5_pilon.228,0.16617968
2141,122.9729187,-1.685819532,0.75063652,-2.245853336,0.024713404,0.166202807,Hol_evm.model.scaffold02868.2,NA,NA,0.166202807
1862,40.29292018,-1.945325585,0.866616302,-2.244736892,0.024785028,0.166396621,Hol_evm.model.scaffold02463.8,NA,NA,0.166396621
3711,1557.666265,-1.86102212,0.829161003,-2.244464119,0.024802555,0.166396621,Hol_evm.model.scaffold05035.5,"Branched-chain-amino-acid aminotransferase, cytosolic",Dcor_evm.model.hic_scaffold_10_pilon.663,0.166396621
4137,806.7803383,1.258606181,0.560842979,2.244132902,0.024823852,0.166396621,Hol_evm.model.scaffold05616.1,Phospholipid phosphatase 5,Dcor_evm.model.hic_scaffold_10_pilon.1387,0.166396621
7341,15.97977485,2.353470268,1.048695836,2.244187673,0.024820329,0.166396621,Hol_evm.model.scaffold11188.7,PREDICTED: uncharacterized protein LOC108559715,Dcor_evm.model.hic_scaffold_6_pilon.974,0.166396621
7840,25.70438392,2.609638741,1.162602873,2.244651895,0.024790489,0.166396621,Hol_evm.model.scaffold11812.2,NA,NA,0.166396621
8505,34.5911372,3.361727016,1.498080287,2.244023264,0.024830905,0.166396621,Hol_evm.model.scaffold12942.3,-,NA,0.166396621
590,154.9819849,-1.991663394,0.887729671,-2.243547173,0.024861551,0.166502883,Hol_evm.model.scaffold00796.12,EIF2B5,NA,0.166502883
6867,42.44096095,2.390074453,1.065501512,2.243145059,0.024887462,0.166577316,Hol_evm.model.scaffold10225.4,-,NA,0.166577316
7188,36.05907873,3.098885418,1.382075804,2.242196418,0.024948681,0.166887847,Hol_evm.model.scaffold10985.1,hypothetical protein TcasGA2_TC033556,Dcor_evm.model.hic_scaffold_9_pilon.818,0.166887847
426,115.8271436,2.017310619,0.89993065,2.241628972,0.024985362,0.166892297,Hol_evm.model.scaffold00498.1,Disheveled-associated activator of morphogenesis 2,Dcor_evm.model.hic_scaffold_5_pilon.1203,0.166892297
4222,159.2039837,1.707330467,0.761691636,2.241498248,0.024993819,0.166892297,Hol_evm.model.scaffold05700.2,NA,NA,0.166892297
8199,1226.389027,-1.728443309,0.771109196,-2.241502653,0.024993534,0.166892297,Hol_evm.model.scaffold12363.8,Excitatory amino acid transporter 2,Dcor_evm.model.hic_scaffold_3_pilon.1236,0.166892297
224,117.3943106,-1.730944296,0.772822621,-2.23976919,0.025105911,0.166947635,Hol_evm.model.scaffold00226.10,Iduronate 2-sulfatase,Dcor_evm.model.hic_scaffold_5_pilon.533,0.166947635
1805,23.80556806,2.204675329,0.984212515,2.240039927,0.025088331,0.166947635,Hol_evm.model.scaffold02380.1,Cadherin-89D,Dcor_evm.model.hic_scaffold_4_pilon.896,0.166947635
1918,403.3465725,1.348685777,0.601811053,2.241045208,0.025023147,0.166947635,Hol_evm.model.scaffold02560.4,DNL-type zinc finger protein,Dcor_evm.model.hic_scaffold_4_pilon.149,0.166947635
3086,161.8515563,2.612549454,1.166079224,2.240456223,0.02506132,0.166947635,Hol_evm.model.scaffold04148.2,NA,NA,0.166947635
5504,339.8699403,1.281971686,0.572098348,2.240823962,0.02503748,0.166947635,Hol_evm.model.scaffold07938.13,NA,NA,0.166947635
9006,36.96019306,-2.207111901,0.985354099,-2.239917512,0.025096279,0.166947635,Hol_evm.model.scaffold14156.1,NA,NA,0.166947635
11146,81.4807139,-2.815849682,1.257126439,-2.239909681,0.025096787,0.166947635,Hol_evm.model.scaffold18352.3,ARMC7,NA,0.166947635
9668,406.2281017,-1.550966455,0.693123213,-2.237648985,0.025243954,0.167766493,Hol_evm.model.scaffold15300.1,Integrator complex subunit 4,Dcor_evm.model.hic_scaffold_7_pilon.1235,0.167766493
11345,676.4947504,1.316127228,0.588621947,2.235946576,0.025355271,0.168406867,Hol_evm.model.scaffold18732.1,NA,NA,0.168406867
8276,21.48014569,2.172787094,0.971852395,2.235717177,0.025370303,0.168407354,Hol_evm.model.scaffold12461.1,-,NA,0.168407354
5938,1742.967869,-1.715153189,0.767460768,-2.234841518,0.025427755,0.168689255,Hol_evm.model.scaffold08605.1,Phosphoglycerate kinase 1,Dcor_evm.model.hic_scaffold_2_pilon.368,0.168689255
4229,62.02874337,-1.661144769,0.743442244,-2.234396529,0.025456994,0.168783767,Hol_evm.model.scaffold05715.1,-,NA,0.168783767
10861,23.869628,-3.543296373,1.586111027,-2.233952298,0.025486212,0.16887803,Hol_evm.model.scaffold17819.6,H,NA,0.16887803
5554,401.9363976,-1.754990851,0.786462074,-2.231500933,0.025647966,0.169849882,Hol_evm.model.scaffold08038.2,Nuclear cap-binding protein subunit 1,Dcor_evm.model.hic_scaffold_4_pilon.1253,0.169849882
4661,151.9473028,-1.562130836,0.7002546,-2.230804106,0.025694108,0.170055418,Hol_evm.model.scaffold06467.1,NA,NA,0.170055418
2483,643.9209125,1.366665266,0.612728401,2.230458493,0.02571702,0.170107058,Hol_evm.model.scaffold03378.1,Transmembrane protein 234 homolog,Dcor_evm.model.hic_scaffold_6_pilon.300,0.170107058
8056,232.1248061,2.561534366,1.148815553,2.229717693,0.025766191,0.170332221,Hol_evm.model.scaffold12192.1,NA,NA,0.170332221
4568,2011.599507,-1.748995491,0.784521491,-2.229378688,0.025788719,0.170381103,Hol_evm.model.scaffold06297.2,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Dcor_evm.model.hic_scaffold_44_pilon.42,0.170381103
3870,502.9498313,-1.614717325,0.724563554,-2.228537879,0.025844668,0.170650602,Hol_evm.model.scaffold05238.5,"Malate dehydrogenase, cytoplasmic ",Dcor_evm.model.hic_scaffold_5_pilon.340,0.170650602
8034,420.1419499,1.509489709,0.677439676,2.228227489,0.025865349,0.170687044,Hol_evm.model.scaffold12153.10,U3 small nucleolar RNA-interacting protein 2,Dcor_evm.model.hic_scaffold_8_pilon.956,0.170687044
7905,1727.89696,-1.511978797,0.67881671,-2.227374156,0.025922278,0.170962512,Hol_evm.model.scaffold11931.2,Membrane-bound alkaline phosphatase,Dcor_evm.model.hic_scaffold_1_pilon.1059,0.170962512
4287,15.43561468,2.668250837,1.198060772,2.227141477,0.02593782,0.170964858,Hol_evm.model.scaffold05772.3,-,NA,0.170964858
4890,118.4656125,-1.780604441,0.799791913,-2.226334639,0.025991775,0.171220247,Hol_evm.model.scaffold06853.1,Monocarboxylate transporter 7,Dcor_evm.model.hic_scaffold_7_pilon.1000,0.171220247
10120,2503.772094,-1.429917456,0.642341335,-2.226102195,0.026007337,0.171222573,Hol_evm.model.scaffold16163.2,Mycosubtilin synthase subunit C,Dcor_evm.model.hic_scaffold_3_pilon.1072,0.171222573
2075,339.965991,-2.050521046,0.921345257,-2.225572911,0.026042802,0.171355856,Hol_evm.model.scaffold02777.2,Semaphorin-1A,Dcor_evm.model.hic_scaffold_8_pilon.248,0.171355856
2499,2622.954602,-1.422702378,0.639534733,-2.224589699,0.026108795,0.171689726,Hol_evm.model.scaffold03404.4,"ATP synthase subunit gamma, mitochondrial",Dcor_evm.model.hic_scaffold_9_pilon.209,0.171689726
627,214.2683232,-1.632447517,0.734047126,-2.223900155,0.026155163,0.171852756,Hol_evm.model.scaffold00821.1,CD2 antigen cytoplasmic tail-binding protein 2 homolog,Dcor_evm.model.hic_scaffold_2_pilon.600,0.171852756
4728,22.14999905,2.223039361,0.999672735,2.223767122,0.026164117,0.171852756,Hol_evm.model.scaffold06584.1,-,NA,0.171852756
10091,120.1679821,1.645416988,0.740047138,2.223394841,0.026189187,0.171917126,Hol_evm.model.scaffold16093.1,-,NA,0.171917126
8557,434.1548908,-1.5064167,0.677728577,-2.222743369,0.02623311,0.172105098,Hol_evm.model.scaffold13119.2,SLC33A1,NA,0.172105098
1487,71.46515353,1.769971453,0.796549594,2.222048026,0.02628006,0.172312706,Hol_evm.model.scaffold01878.2,NA,NA,0.172312706
1242,303.6805098,-1.60667779,0.723227433,-2.221538782,0.026314491,0.172436101,Hol_evm.model.scaffold01591.13,-,NA,0.172436101
1847,24.66163029,2.58127172,1.162045748,2.221316781,0.026329513,0.172436101,Hol_evm.model.scaffold02443.1,-,NA,0.172436101
10367,45.87528294,1.970794351,0.887321181,2.221060866,0.026346839,0.172449253,Hol_evm.model.scaffold16727.1,hypothetical protein B5V51_14040,Dcor_evm.model.hic_scaffold_21_pilon.32,0.172449253
913,112.1341636,1.987407232,0.895431969,2.219495506,0.026453033,0.172458838,Hol_evm.model.scaffold01166.16,PREDICTED: uncharacterized protein LOC108569856,Dcor_evm.model.hic_scaffold_8_pilon.683,0.172458838
1414,34.10314693,2.18831969,0.985678602,2.220114838,0.026410973,0.172458838,Hol_evm.model.scaffold01790.3,Protein distal antenna,Dcor_evm.model.hic_scaffold_9_pilon.255,0.172458838
2015,66.6868014,-1.678197914,0.756206155,-2.219233343,0.026470854,0.172458838,Hol_evm.model.scaffold02703.8,Hiscl2,NA,0.172458838
5498,642.5154623,1.392315875,0.627377602,2.219262963,0.02646884,0.172458838,Hol_evm.model.scaffold07938.7,Actin-related protein 2/3 complex subunit 5-C,Dcor_evm.model.hic_scaffold_7_pilon.1153,0.172458838
6719,24.22865429,2.630125916,1.184731097,2.220019314,0.026417457,0.172458838,Hol_evm.model.scaffold09889.1,Ciliogenesis-associated TTC17-interacting protein,Dcor_evm.model.hic_scaffold_5_pilon.781,0.172458838
7241,625.9950105,2.614103974,1.177905015,2.219282491,0.026467512,0.172458838,Hol_evm.model.scaffold11027.11,NA,NA,0.172458838
7370,517.5385088,-2.120067911,0.954703497,-2.220655856,0.02637428,0.172458838,Hol_evm.model.scaffold11223.23,STAU1,NA,0.172458838
9713,179.3763694,1.833384956,0.826035808,2.219498161,0.026452852,0.172458838,Hol_evm.model.scaffold15346.6,Anaphase-promoting complex subunit 5,Dcor_evm.model.hic_scaffold_4_pilon.302,0.172458838
2743,2726.814945,1.181186904,0.532445943,2.218416573,0.026526442,0.172669836,Hol_evm.model.scaffold03693.4,Putative fatty acyl-CoA reductase CG5065,Dcor_evm.model.hic_scaffold_3_pilon.47,0.172669836
7544,501.6787865,1.198808267,0.540525522,2.217856913,0.02656459,0.172669836,Hol_evm.model.scaffold11449.5,Mitochondrial import inner membrane translocase subunit Tim9,Dcor_evm.model.hic_scaffold_5_pilon.1219,0.172669836
8284,276.146012,-1.539107724,0.693938738,-2.217930256,0.026559588,0.172669836,Hol_evm.model.scaffold12480.5,Elongation of very long chain fatty acids protein AAEL008004,Dcor_evm.model.hic_scaffold_2_pilon.485,0.172669836
9140,653.3807649,1.367795554,0.616711583,2.217885298,0.026562654,0.172669836,Hol_evm.model.scaffold14338.1,Nuclear pore membrane glycoprotein 210,Dcor_evm.model.hic_scaffold_9_pilon.1859,0.172669836
9019,2717.002873,-1.881906987,0.848649643,-2.217531113,0.026586819,0.172714606,Hol_evm.model.scaffold14170.6,Hydroxyacid oxidase 1,Dcor_evm.model.hic_scaffold_7_pilon.552,0.172714606
1586,106.0184444,-1.845285541,0.832497185,-2.216566702,0.026652715,0.172843471,Hol_evm.model.scaffold01996.8,Cadherin-86C,Dcor_evm.model.hic_scaffold_10_pilon.906,0.172843471
9602,488.7073869,1.291287583,0.582524018,2.216711316,0.026642825,0.172843471,Hol_evm.model.scaffold15215.2,Polyprenol reductase,Dcor_evm.model.hic_scaffold_5_pilon.28,0.172843471
10152,3206.537781,1.346201504,0.607309729,2.21666382,0.026646073,0.172843471,Hol_evm.model.scaffold16253.1,HIST1H1A,NA,0.172843471
6753,365.160879,-2.102938004,0.948843811,-2.2163163,0.026669847,0.172855004,Hol_evm.model.scaffold09969.5,-,NA,0.172855004
1924,375.4722921,-1.474112061,0.665362643,-2.215501692,0.026725648,0.173017452,Hol_evm.model.scaffold02580.1,Insulin receptor,Dcor_evm.model.hic_scaffold_5_pilon.207,0.173017452
4770,19.15644953,2.60658522,1.176418691,2.215695177,0.026712385,0.173017452,Hol_evm.model.scaffold06623.1,obg,NA,0.173017452
2454,16.63393823,2.829649489,1.278154197,2.213856118,0.026838678,0.173649333,Hol_evm.model.scaffold03349.1,rph,NA,0.173649333
6521,682.4551179,-1.714385333,0.774496715,-2.213547585,0.026859916,0.173686926,Hol_evm.model.scaffold09609.15,Phosphoglucomutase-2,Dcor_evm.model.hic_scaffold_3_pilon.438,0.173686926
3540,331.8702185,-1.701176053,0.768705459,-2.213040161,0.026894877,0.173736635,Hol_evm.model.scaffold04776.2,PREDICTED: uncharacterized protein LOC108558153,Dcor_evm.model.hic_scaffold_1_pilon.724,0.173736635
6362,255.216978,-2.317465984,1.047211241,-2.21298807,0.026898468,0.173736635,Hol_evm.model.scaffold09272.4,NR2F2,NA,0.173736635
1101,131.4976541,1.946260882,0.879939343,2.211812549,0.02697962,0.174061065,Hol_evm.model.scaffold01452.9,hypothetical protein,Dcor_evm.model.hic_scaffold_6_pilon.1749,0.174061065
4463,45.08149381,1.85300636,0.837721198,2.211960693,0.026969381,0.174061065,Hol_evm.model.scaffold06103.4,"Dynein beta chain, ciliary",Dcor_evm.model.hic_scaffold_9_pilon.1543,0.174061065
780,176.9492931,-1.86041872,0.841227989,-2.211551143,0.026997694,0.174077918,Hol_evm.model.scaffold00973.2,PREDICTED: F-box/WD repeat-containing protein pof1,Dcor_evm.model.hic_scaffold_10_pilon.481,0.174077918
1418,26.05475163,2.587862388,1.17039887,2.211094401,0.027029301,0.174086158,Hol_evm.model.scaffold01795.1,NA,NA,0.174086158
8364,62.93130338,-1.540693358,0.696803982,-2.211085755,0.027029899,0.174086158,Hol_evm.model.scaffold12689.1,Amyloid protein-binding protein 2,Dcor_evm.model.hic_scaffold_1_pilon.328,0.174086158
9168,102.7497501,1.839062013,0.831844172,2.210825145,0.027047948,0.1741028,Hol_evm.model.scaffold14453.2,"Dynein heavy chain 6, axonemal",Dcor_evm.model.hic_scaffold_6_pilon.620,0.1741028
10060,298.6602162,-1.451999106,0.656849362,-2.210551138,0.027066936,0.174125463,Hol_evm.model.scaffold16026.6,F-box domain-containing protein,Dcor_evm.model.hic_scaffold_6_pilon.1318,0.174125463
4421,49.97099843,2.643780566,1.196850998,2.208947121,0.027178319,0.174742157,Hol_evm.model.scaffold05992.24,Probable inactive peptidyl-prolyl cis-trans isomerase-like 6,Dcor_evm.model.hic_scaffold_1_pilon.634,0.174742157
6159,481.2053015,-1.739701526,0.787675454,-2.20865271,0.027198806,0.174774063,Hol_evm.model.scaffold08910.2,Myogenic-determination protein,Dcor_evm.model.hic_scaffold_2_pilon.434,0.174774063
3621,55.41636513,2.159233423,0.978262871,2.207211872,0.027299261,0.175319496,Hol_evm.model.scaffold04905.2,FHDC1,NA,0.175319496
3522,21.3284037,2.306245004,1.04517371,2.206566222,0.027344379,0.175509133,Hol_evm.model.scaffold04746.2,"cGMP-dependent 3',5'-cyclic phosphodiesterase",Dcor_evm.model.hic_scaffold_7_pilon.985,0.175509133
3104,84.7651489,2.201257244,0.997964517,2.205747005,0.027401719,0.17567685,Hol_evm.model.scaffold04190.6,p53 and DNA damage-regulated protein 1,Dcor_evm.model.hic_scaffold_6_pilon.1802,0.17567685
4090,1635.394047,-1.531737738,0.694429506,-2.20574979,0.027401524,0.17567685,Hol_evm.model.scaffold05556.9,Peroxidase,Dcor_evm.model.hic_scaffold_10_pilon.849,0.17567685
464,124.3145262,1.813379951,0.822224533,2.205455905,0.027422119,0.175707577,Hol_evm.model.scaffold00562.1,ATP-dependent DNA/RNA helicase DHX36,Dcor_evm.model.hic_scaffold_1_pilon.730,0.175707577
5031,158.7180351,1.529446007,0.694136988,2.203377768,0.027568134,0.176542691,Hol_evm.model.scaffold07206.8,NA,NA,0.176542691
5239,251.163841,1.492971769,0.677866324,2.202457498,0.027633008,0.176857536,Hol_evm.model.scaffold07597.4,-,NA,0.176857536
9039,91.89965996,2.559794733,1.162591183,2.201801261,0.02767935,0.177053478,Hol_evm.model.scaffold14213.2,KIF11,NA,0.177053478
8717,51.81691375,2.06292765,0.937077662,2.201447898,0.027704331,0.177112641,Hol_evm.model.scaffold13517.1,NA,NA,0.177112641
7153,64.33516431,-2.184770508,0.99290978,-2.200371626,0.027780539,0.177197343,Hol_evm.model.scaffold10869.4,GSK3B,NA,0.177197343
7346,127.2995811,-1.6329883,0.742132485,-2.200399973,0.02777853,0.177197343,Hol_evm.model.scaffold11201.3,DNA-binding protein RFX2,Dcor_evm.model.hic_scaffold_3_pilon.1130,0.177197343
8094,566.9141802,-1.326398447,0.602768841,-2.200509311,0.02777078,0.177197343,Hol_evm.model.scaffold12239.10,PREDICTED: uncharacterized protein LOC108567040,Dcor_evm.model.hic_scaffold_1_pilon.772,0.177197343
